[23:39:32.582] INFO  - Epoch: 1
[23:39:33.130] INFO  - Size: 784 128 10 10
[23:39:33.130] INFO  - Error: 1.7006953
[23:40:29.568] INFO  - Epoch: 2
[23:40:30.686] INFO  - Size: 784 189 30 10
[23:40:30.687] INFO  - Error: 2.5093625
[23:42:50.031] INFO  - Epoch: 3
[23:42:51.162] INFO  - Size: 784 219 30 10
[23:42:51.163] INFO  - Error: 2.2579408
[23:46:20.700] INFO  - Epoch: 4
[23:46:22.527] INFO  - Size: 784 234 30 10
[23:46:22.527] INFO  - Error: 2.259078
[23:47:20.430] INFO  - Test: 0.10279999673366547
