[21:26:09.803] INFO  - Epoch: 1
[21:26:34.746] INFO  - Epoch: 2
[21:26:59.093] INFO  - Epoch: 3
[21:27:25.273] INFO  - Epoch: 4
[21:27:59.188] INFO  - Epoch: 5
[21:28:33.897] INFO  - Epoch: 6
[21:29:15.242] INFO  - Epoch: 7
[21:29:52.461] INFO  - Epoch: 8
[21:30:29.440] INFO  - Epoch: 9
[21:31:34.173] INFO  - Epoch: 10
[21:32:34.748] INFO  - Epoch: 11
[21:33:44.826] INFO  - Epoch: 12
[21:34:45.108] INFO  - Epoch: 13
[21:35:20.652] INFO  - Epoch: 14
[21:36:17.976] INFO  - Epoch: 15
[21:37:19.561] INFO  - Epoch: 16
[21:38:33.699] INFO  - Epoch: 17
[21:39:42.668] INFO  - Epoch: 18
[21:40:59.239] INFO  - Epoch: 19
[21:42:04.938] INFO  - Test: 0.4661000072956085
