[21:10:28.287] INFO  - Epoch: 1
[21:10:58.307] INFO  - Epoch: 2
[21:11:23.231] INFO  - Epoch: 3
[21:11:53.094] INFO  - Epoch: 4
[21:12:22.378] INFO  - Epoch: 5
[21:12:50.732] INFO  - Epoch: 6
[21:13:19.253] INFO  - Epoch: 7
[21:13:51.796] INFO  - Epoch: 8
[21:14:21.168] INFO  - Epoch: 9
[21:14:48.229] INFO  - Epoch: 10
[21:15:16.997] INFO  - Epoch: 11
[21:15:42.812] INFO  - Epoch: 12
[21:16:12.241] INFO  - Epoch: 13
[21:16:41.421] INFO  - Epoch: 14
[21:17:10.619] INFO  - Epoch: 15
[21:17:39.509] INFO  - Epoch: 16
[21:18:08.339] INFO  - Epoch: 17
[21:18:39.846] INFO  - Epoch: 18
[21:19:13.009] INFO  - Epoch: 19
[21:19:40.647] INFO  - Test: 0.4611999988555908
