[00:17:18.159] INFO  - Epoch: 1
[00:17:19.472] INFO  - Size: 784 128 10 10
[00:17:19.474] INFO  - Error: 1.7135369
[00:18:18.833] INFO  - Epoch: 2
[00:18:19.987] INFO  - Size: 784 189 30 10
[00:18:19.987] INFO  - Error: 2.284674
[00:20:23.573] INFO  - Epoch: 3
[00:20:24.580] INFO  - Size: 784 219 30 10
[00:20:24.581] INFO  - Error: 2.1852398
[00:23:33.918] INFO  - Epoch: 4
[00:23:35.683] INFO  - Size: 784 234 30 10
[00:23:35.683] INFO  - Error: 2.4022276
[00:24:45.101] INFO  - Test: 0.10100000351667404
