[00:49:17.442] INFO  - Epoch: 10
[00:49:17.896] INFO  - Size: 784 128 10 10
[00:49:17.897] INFO  - Error: 10.554076
[00:53:10.758] INFO  - Epoch: 20
[00:53:11.700] INFO  - Size: 784 132 30 10
[00:53:11.701] INFO  - Error: 9.205
[00:57:56.629] INFO  - Epoch: 30
[00:57:57.053] INFO  - Size: 784 130 30 10
[00:57:57.053] INFO  - Error: 9.540776
[01:02:33.034] INFO  - Epoch: 40
[01:02:34.217] INFO  - Size: 784 190 40 10
[01:02:34.217] INFO  - Error: 9.3992
[01:08:36.761] INFO  - Test: 0.09799999743700027
