[23:51:58.458] INFO  - Epoch: 1
[23:51:59.129] INFO  - Size: 784 128 10 10
[23:51:59.130] INFO  - Error: 1.7458197
[23:52:52.080] INFO  - Epoch: 2
[23:52:52.605] INFO  - Size: 784 189 30 10
[23:52:52.605] INFO  - Error: 2.1932907
[23:55:00.050] INFO  - Epoch: 3
[23:55:02.171] INFO  - Size: 784 219 30 10
[23:55:02.172] INFO  - Error: 2.8081963
[23:58:13.934] INFO  - Epoch: 4
[23:58:15.335] INFO  - Size: 784 234 30 10
[23:58:15.336] INFO  - Error: 2.85433
[23:59:08.763] INFO  - Test: 0.10279999673366547
