[02:09:46.345] INFO  - Epoch: 10
[02:09:46.924] INFO  - Size: 784 128 10 10
[02:09:46.925] INFO  - Error: 2.3138144
[02:12:49.495] INFO  - Epoch: 20
[02:12:50.280] INFO  - Size: 784 189 30 10
[02:12:50.280] INFO  - Error: 1.7188721
[02:21:11.189] INFO  - Epoch: 30
[02:21:12.824] INFO  - Size: 784 219 40 10
[02:21:12.825] INFO  - Error: 1.8153566
[02:37:54.397] INFO  - Epoch: 40
[02:37:57.774] INFO  - Size: 784 234 45 10
[02:37:57.774] INFO  - Error: 1.8259137
[02:53:03.598] INFO  - Test: 0.10100000351667404
