[03:31:37.958] INFO  - Epoch: 10
[03:31:38.467] INFO  - Size: 784 128 10 10
[03:31:38.467] INFO  - Error: 1.8686578
[03:34:42.926] INFO  - Epoch: 20
[03:34:43.654] INFO  - Size: 784 143 30 10
[03:34:43.654] INFO  - Error: 2.0302513
[03:38:33.963] INFO  - Epoch: 30
[03:38:34.761] INFO  - Size: 784 159 35 10
[03:38:34.762] INFO  - Error: 1.9476959
[03:44:38.464] INFO  - Epoch: 40
[03:44:39.868] INFO  - Size: 784 161 37 10
[03:44:39.871] INFO  - Error: 2.193651
[03:48:51.052] INFO  - Test: 0.6830000281333923
