[00:27:04.929] INFO  - Epoch: 10
[00:27:05.415] INFO  - Size: 784 128 10 10
[00:27:05.415] INFO  - Error: 1.7699754
[00:30:38.186] INFO  - Epoch: 20
[00:30:38.996] INFO  - Size: 784 130 30 10
[00:30:38.997] INFO  - Error: 2.3915207
[00:35:05.374] INFO  - Epoch: 30
[00:35:06.375] INFO  - Size: 784 133 30 10
[00:35:06.377] INFO  - Error: 2.4012868
[00:39:28.730] INFO  - Epoch: 40
[00:39:29.582] INFO  - Size: 784 137 30 10
[00:39:29.582] INFO  - Error: 2.2511652
[00:42:55.393] INFO  - Test: 0.17560000717639923
