[16:25:46.910] INFO  - Epoch: 1
[16:25:47.044] INFO  - Size: 784 128 10 10
[16:25:47.045] INFO  - Error: 1.6323543
[16:28:46.172] INFO  - Epoch: 2
[16:28:46.301] INFO  - Size: 784 130 30 10
[16:28:46.302] INFO  - Error: 1.6947309
[16:30:47.959] INFO  - Epoch: 3
[16:30:48.079] INFO  - Size: 784 130 30 10
[16:30:48.079] INFO  - Error: 1.810041
[16:32:30.400] INFO  - Epoch: 4
[16:32:30.481] INFO  - Size: 784 130 30 10
[16:32:30.481] INFO  - Error: 1.8800565
[16:34:14.955] INFO  - Epoch: 5
[16:34:15.040] INFO  - Size: 784 130 30 10
[16:34:15.040] INFO  - Error: 1.8179383
[16:36:04.091] INFO  - Epoch: 6
[16:36:04.161] INFO  - Size: 784 130 30 10
[16:36:04.161] INFO  - Error: 1.7920324
[16:37:45.885] INFO  - Epoch: 7
[16:37:45.979] INFO  - Size: 784 130 30 10
[16:37:45.979] INFO  - Error: 1.8252791
[16:39:40.171] INFO  - Epoch: 8
[16:39:40.247] INFO  - Size: 784 130 30 10
[16:39:40.247] INFO  - Error: 1.6904975
[16:41:24.552] INFO  - Epoch: 9
[16:41:24.597] INFO  - Size: 784 130 30 10
[16:41:24.597] INFO  - Error: 1.8805506
[16:43:11.502] INFO  - Test: 0.11349999904632568
