[21:38:09.251] INFO  - Epoch: 10
[21:38:09.409] INFO  - Size: 784 128 10 10
[21:38:09.410] INFO  - Error: 1.8471729
[21:39:49.630] INFO  - Epoch: 20
[21:39:49.814] INFO  - Size: 784 130 30 10
[21:39:49.814] INFO  - Error: 2.1980612
[21:41:52.297] INFO  - Epoch: 30
[21:41:52.620] INFO  - Size: 784 132 33 10
[21:41:52.620] INFO  - Error: 2.4030993
[21:44:42.053] INFO  - Epoch: 40
[21:44:42.387] INFO  - Size: 784 137 32 10
[21:44:42.387] INFO  - Error: 2.1170382
[21:46:50.606] INFO  - Test: 0.4625000059604645
